id,name,height,weight,base_experience,types,abilities,hp,attack,defense,speed,image_url
145,zapdos,16,526,290,"['electric', 'flying']","['pressure', 'static']",90,90,85,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/145.png
146,moltres,20,600,290,"['fire', 'flying']","['pressure', 'flame-body']",90,100,90,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/146.png
147,dratini,18,33,60,['dragon'],"['shed-skin', 'marvel-scale']",41,64,45,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/147.png
148,dragonair,40,165,147,['dragon'],"['shed-skin', 'marvel-scale']",61,84,65,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/148.png
149,dragonite,22,2100,300,"['dragon', 'flying']","['inner-focus', 'multiscale']",91,134,95,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/149.png
150,mewtwo,20,1220,340,['psychic'],"['pressure', 'unnerve']",106,110,90,130,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/150.png
151,mew,4,40,300,['psychic'],['synchronize'],100,100,100,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/151.png
152,chikorita,9,64,64,['grass'],"['overgrow', 'leaf-guard']",45,49,65,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/152.png
153,bayleef,12,158,142,['grass'],"['overgrow', 'leaf-guard']",60,62,80,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/153.png
154,meganium,18,1005,236,['grass'],"['overgrow', 'leaf-guard']",80,82,100,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/154.png
155,cyndaquil,5,79,62,['fire'],"['blaze', 'flash-fire']",39,52,43,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/155.png
156,quilava,9,190,142,['fire'],"['blaze', 'flash-fire']",58,64,58,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/156.png
157,typhlosion,17,795,240,['fire'],"['blaze', 'flash-fire']",78,84,78,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/157.png
158,totodile,6,95,63,['water'],"['torrent', 'sheer-force']",50,65,64,43,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/158.png
159,croconaw,11,250,142,['water'],"['torrent', 'sheer-force']",65,80,80,58,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/159.png
160,feraligatr,23,888,239,['water'],"['torrent', 'sheer-force']",85,105,100,78,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/160.png
161,sentret,8,60,43,['normal'],"['run-away', 'keen-eye', 'frisk']",35,46,34,20,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/161.png
162,furret,18,325,145,['normal'],"['run-away', 'keen-eye', 'frisk']",85,76,64,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/162.png
163,hoothoot,7,212,52,"['normal', 'flying']","['insomnia', 'keen-eye', 'tinted-lens']",60,30,30,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/163.png
164,noctowl,16,408,158,"['normal', 'flying']","['insomnia', 'keen-eye', 'tinted-lens']",100,50,50,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/164.png
165,ledyba,10,108,53,"['bug', 'flying']","['swarm', 'early-bird', 'rattled']",40,20,30,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/165.png
166,ledian,14,356,137,"['bug', 'flying']","['swarm', 'early-bird', 'iron-fist']",55,35,50,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/166.png
167,spinarak,5,85,50,"['bug', 'poison']","['swarm', 'insomnia', 'sniper']",40,60,40,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/167.png
168,ariados,11,335,140,"['bug', 'poison']","['swarm', 'insomnia', 'sniper']",70,90,70,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/168.png
169,crobat,18,750,268,"['poison', 'flying']","['inner-focus', 'infiltrator']",85,90,80,130,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/169.png
170,chinchou,5,120,66,"['water', 'electric']","['volt-absorb', 'illuminate', 'water-absorb']",75,38,38,67,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/170.png
171,lanturn,12,225,161,"['water', 'electric']","['volt-absorb', 'illuminate', 'water-absorb']",125,58,58,67,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/171.png
172,pichu,3,20,41,['electric'],"['static', 'lightning-rod']",20,40,15,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/172.png
173,cleffa,3,30,44,['fairy'],"['cute-charm', 'magic-guard', 'friend-guard']",50,25,28,15,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/173.png
174,igglybuff,3,10,42,"['normal', 'fairy']","['cute-charm', 'competitive', 'friend-guard']",90,30,15,15,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/174.png
175,togepi,3,15,49,['fairy'],"['hustle', 'serene-grace', 'super-luck']",35,20,65,20,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/175.png
176,togetic,6,32,142,"['fairy', 'flying']","['hustle', 'serene-grace', 'super-luck']",55,40,85,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/176.png
177,natu,2,20,64,"['psychic', 'flying']","['synchronize', 'early-bird', 'magic-bounce']",40,50,45,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/177.png
178,xatu,15,150,165,"['psychic', 'flying']","['synchronize', 'early-bird', 'magic-bounce']",65,75,70,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/178.png
179,mareep,6,78,56,['electric'],"['static', 'plus']",55,40,40,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/179.png
180,flaaffy,8,133,128,['electric'],"['static', 'plus']",70,55,55,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/180.png
181,ampharos,14,615,230,['electric'],"['static', 'plus']",90,75,85,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/181.png
182,bellossom,4,58,245,['grass'],"['chlorophyll', 'healer']",75,80,95,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/182.png
183,marill,4,85,88,"['water', 'fairy']","['thick-fat', 'huge-power', 'sap-sipper']",70,20,50,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/183.png
184,azumarill,8,285,210,"['water', 'fairy']","['thick-fat', 'huge-power', 'sap-sipper']",100,50,80,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/184.png
185,sudowoodo,12,380,144,['rock'],"['sturdy', 'rock-head', 'rattled']",70,100,115,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/185.png
186,politoed,11,339,250,['water'],"['water-absorb', 'damp', 'drizzle']",90,75,75,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/186.png
187,hoppip,4,5,50,"['grass', 'flying']","['chlorophyll', 'leaf-guard', 'infiltrator']",35,35,40,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/187.png
188,skiploom,6,10,119,"['grass', 'flying']","['chlorophyll', 'leaf-guard', 'infiltrator']",55,45,50,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/188.png
189,jumpluff,8,30,207,"['grass', 'flying']","['chlorophyll', 'leaf-guard', 'infiltrator']",75,55,70,110,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/189.png
190,aipom,8,115,72,['normal'],"['run-away', 'pickup', 'skill-link']",55,70,55,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/190.png
191,sunkern,3,18,36,['grass'],"['chlorophyll', 'solar-power', 'early-bird']",30,30,30,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/191.png
192,sunflora,8,85,149,['grass'],"['chlorophyll', 'solar-power', 'early-bird']",75,75,55,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/192.png
193,yanma,12,380,78,"['bug', 'flying']","['speed-boost', 'compound-eyes', 'frisk']",65,65,45,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/193.png
194,wooper,4,85,42,"['water', 'ground']","['damp', 'water-absorb', 'unaware']",55,45,45,15,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/194.png
195,quagsire,14,750,151,"['water', 'ground']","['damp', 'water-absorb', 'unaware']",95,85,85,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/195.png
196,espeon,9,265,184,['psychic'],"['synchronize', 'magic-bounce']",65,65,60,110,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/196.png
197,umbreon,10,270,184,['dark'],"['synchronize', 'inner-focus']",95,65,110,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/197.png
198,murkrow,5,21,81,"['dark', 'flying']","['insomnia', 'super-luck', 'prankster']",60,85,42,91,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/198.png
199,slowking,20,795,172,"['water', 'psychic']","['oblivious', 'own-tempo', 'regenerator']",95,75,80,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/199.png
200,misdreavus,7,10,87,['ghost'],['levitate'],60,60,60,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/200.png
201,unown,5,50,118,['psychic'],['levitate'],48,72,48,48,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/201.png
202,wobbuffet,13,285,142,['psychic'],"['shadow-tag', 'telepathy']",190,33,58,33,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/202.png
203,girafarig,15,415,159,"['normal', 'psychic']","['inner-focus', 'early-bird', 'sap-sipper']",70,80,65,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/203.png
204,pineco,6,72,58,['bug'],"['sturdy', 'overcoat']",50,65,90,15,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/204.png
205,forretress,12,1258,163,"['bug', 'steel']","['sturdy', 'overcoat']",75,90,140,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/205.png
206,dunsparce,15,140,145,['normal'],"['serene-grace', 'run-away', 'rattled']",100,70,70,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/206.png
207,gligar,11,648,86,"['ground', 'flying']","['hyper-cutter', 'sand-veil', 'immunity']",65,75,105,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/207.png
208,steelix,92,4000,179,"['steel', 'ground']","['rock-head', 'sturdy', 'sheer-force']",75,85,200,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/208.png
209,snubbull,6,78,60,['fairy'],"['intimidate', 'run-away', 'rattled']",60,80,50,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/209.png
210,granbull,14,487,158,['fairy'],"['intimidate', 'quick-feet', 'rattled']",90,120,75,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/210.png
211,qwilfish,5,39,88,"['water', 'poison']","['poison-point', 'swift-swim', 'intimidate']",65,95,85,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/211.png
212,scizor,18,1180,175,"['bug', 'steel']","['swarm', 'technician', 'light-metal']",70,130,100,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/212.png
213,shuckle,6,205,177,"['bug', 'rock']","['sturdy', 'gluttony', 'contrary']",20,10,230,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/213.png
214,heracross,15,540,175,"['bug', 'fighting']","['swarm', 'guts', 'moxie']",80,125,75,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/214.png
215,sneasel,9,280,86,"['dark', 'ice']","['inner-focus', 'keen-eye', 'pickpocket']",55,95,55,115,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/215.png
216,teddiursa,6,88,66,['normal'],"['pickup', 'quick-feet', 'honey-gather']",60,80,50,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/216.png
217,ursaring,18,1258,175,['normal'],"['guts', 'quick-feet', 'unnerve']",90,130,75,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/217.png
218,slugma,7,350,50,['fire'],"['magma-armor', 'flame-body', 'weak-armor']",40,40,40,20,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/218.png
219,magcargo,8,550,151,"['fire', 'rock']","['magma-armor', 'flame-body', 'weak-armor']",60,50,120,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/219.png
220,swinub,4,65,50,"['ice', 'ground']","['oblivious', 'snow-cloak', 'thick-fat']",50,50,40,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/220.png
221,piloswine,11,558,158,"['ice', 'ground']","['oblivious', 'snow-cloak', 'thick-fat']",100,100,80,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/221.png
222,corsola,6,50,144,"['water', 'rock']","['hustle', 'natural-cure', 'regenerator']",65,55,95,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/222.png
223,remoraid,6,120,60,['water'],"['hustle', 'sniper', 'moody']",35,65,35,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/223.png
224,octillery,9,285,168,['water'],"['suction-cups', 'sniper', 'moody']",75,105,75,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/224.png
225,delibird,9,160,116,"['ice', 'flying']","['vital-spirit', 'hustle', 'insomnia']",45,55,45,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/225.png
226,mantine,21,2200,170,"['water', 'flying']","['swift-swim', 'water-absorb', 'water-veil']",85,40,70,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/226.png
227,skarmory,17,505,163,"['steel', 'flying']","['keen-eye', 'sturdy', 'weak-armor']",65,80,140,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/227.png
228,houndour,6,108,66,"['dark', 'fire']","['early-bird', 'flash-fire', 'unnerve']",45,60,30,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/228.png
229,houndoom,14,350,175,"['dark', 'fire']","['early-bird', 'flash-fire', 'unnerve']",75,90,50,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/229.png
230,kingdra,18,1520,270,"['water', 'dragon']","['swift-swim', 'sniper', 'damp']",75,95,95,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/230.png
231,phanpy,5,335,66,['ground'],"['pickup', 'sand-veil']",90,60,60,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/231.png
232,donphan,11,1200,175,['ground'],"['sturdy', 'sand-veil']",90,120,120,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/232.png
233,porygon2,6,325,180,['normal'],"['trace', 'download', 'analytic']",85,80,90,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/233.png
234,stantler,14,712,163,['normal'],"['intimidate', 'frisk', 'sap-sipper']",73,95,62,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/234.png
235,smeargle,12,580,88,['normal'],"['own-tempo', 'technician', 'moody']",55,20,35,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/235.png
236,tyrogue,7,210,42,['fighting'],"['guts', 'steadfast', 'vital-spirit']",35,35,35,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/236.png
